age,job,education,default,balance,housing,loan,duration,campaign,pdays,previous,y
31.0,management,tertiary,no,22546.0,yes,no,8.0,6.0,267.0,4.0,0
33.0,admin.,secondary,no,0.0,yes,no,1448.0,7.0,999.0,0.0,1
46.0,unemployed,primary,no,23.0,no,no,344.0,1.0,999.0,0.0,0
29.0,blue-collar,secondary,no,228.0,yes,no,12.0,8.0,342.0,9.0,0
37.0,self-employed,secondary,no,215.0,yes,no,61.0,1.0,999.0,0.0,0
58.0,blue-collar,primary,no,23.0,yes,no,91.0,6.0,999.0,0.0,0
34.0,management,secondary,no,293.0,yes,no,162.0,3.0,999.0,0.0,0
34.0,blue-collar,secondary,no,0.0,no,yes,339.0,1.0,999.0,0.0,0
49.0,entrepreneur,primary,no,199.0,no,no,113.0,2.0,999.0,0.0,0
53.0,admin.,secondary,no,459.0,no,no,558.0,1.0,999.0,0.0,1
42.0,unemployed,secondary,no,8131.0,yes,no,69.0,1.0,999.0,0.0,0
40.0,services,secondary,no,-378.0,yes,yes,541.0,1.0,295.0,6.0,0
30.0,blue-collar,primary,no,395.0,no,no,429.0,1.0,999.0,0.0,0
31.0,technician,secondary,no,10787.0,yes,no,135.0,2.0,999.0,0.0,0
55.0,admin.,secondary,no,865.0,yes,no,96.0,1.0,111.0,3.0,0
36.0,management,tertiary,no,340.0,yes,no,68.0,2.0,999.0,0.0,0
31.0,blue-collar,secondary,no,1882.0,no,no,529.0,2.0,999.0,0.0,0
26.0,management,tertiary,no,265.0,no,no,650.0,2.0,999.0,0.0,0
31.0,admin.,secondary,no,389.0,yes,no,69.0,1.0,185.0,2.0,0
49.0,admin.,secondary,no,0.0,yes,yes,71.0,7.0,999.0,0.0,0
54.0,management,tertiary,no,384.0,yes,no,30.0,7.0,999.0,0.0,0
47.0,management,tertiary,no,94.0,yes,no,9.0,19.0,999.0,0.0,0
61.0,management,secondary,no,1471.0,no,no,331.0,2.0,999.0,0.0,0
49.0,blue-collar,primary,no,937.0,yes,no,66.0,1.0,999.0,0.0,0
51.0,technician,secondary,no,500.0,yes,no,26.0,6.0,999.0,0.0,0
53.0,blue-collar,primary,no,25.0,yes,no,266.0,3.0,999.0,0.0,0
35.0,management,tertiary,no,365.0,no,no,168.0,2.0,999.0,0.0,0
25.0,unemployed,secondary,no,34.0,no,yes,316.0,1.0,999.0,0.0,0
79.0,retired,primary,no,429.0,no,no,1006.0,2.0,999.0,0.0,1
53.0,technician,primary,no,6839.0,yes,no,77.0,1.0,999.0,0.0,0
21.0,student,secondary,no,6.0,no,no,622.0,1.0,999.0,0.0,0
33.0,blue-collar,secondary,no,467.0,yes,no,494.0,2.0,999.0,0.0,0
40.0,self-employed,secondary,no,1876.0,no,yes,269.0,1.0,999.0,0.0,0
34.0,entrepreneur,secondary,no,1847.0,yes,no,543.0,3.0,321.0,6.0,0
52.0,,primary,no,247.0,no,no,268.0,6.0,999.0,0.0,0
27.0,admin.,secondary,no,897.0,no,no,397.0,1.0,999.0,0.0,1
57.0,services,secondary,no,4664.0,no,no,22.0,4.0,114.0,1.0,0
51.0,self-employed,secondary,no,1291.0,yes,no,51.0,2.0,999.0,0.0,0
31.0,student,tertiary,no,64.0,no,no,208.0,1.0,105.0,2.0,0
49.0,unemployed,tertiary,no,-471.0,yes,no,77.0,3.0,185.0,7.0,0
32.0,management,tertiary,no,1160.0,yes,yes,450.0,2.0,999.0,0.0,0
28.0,admin.,tertiary,no,14.0,no,no,201.0,1.0,999.0,0.0,0
33.0,blue-collar,secondary,no,26.0,yes,no,342.0,3.0,332.0,1.0,0
50.0,blue-collar,unknown,no,452.0,no,no,181.0,2.0,999.0,0.0,0
42.0,blue-collar,secondary,no,382.0,yes,no,294.0,1.0,999.0,0.0,0
45.0,admin.,unknown,no,2033.0,no,no,123.0,1.0,186.0,4.0,0
34.0,unemployed,secondary,no,0.0,yes,no,172.0,1.0,999.0,0.0,0
56.0,admin.,unknown,no,789.0,yes,no,1022.0,1.0,360.0,2.0,0
33.0,blue-collar,secondary,no,142.0,yes,no,123.0,1.0,360.0,3.0,0
34.0,admin.,secondary,no,645.0,yes,no,420.0,1.0,999.0,0.0,0
37.0,blue-collar,unknown,no,897.0,yes,no,119.0,2.0,280.0,2.0,0
37.0,blue-collar,secondary,no,103.0,yes,no,153.0,1.0,999.0,0.0,0
35.0,admin.,secondary,no,847.0,yes,no,85.0,2.0,999.0,0.0,0
38.0,,tertiary,no,0.0,no,no,260.0,3.0,,3.0,1
32.0,blue-collar,secondary,no,517.0,yes,no,528.0,1.0,999.0,0.0,0
52.0,technician,tertiary,no,1308.0,yes,no,361.0,1.0,999.0,0.0,0
49.0,services,secondary,no,66.0,yes,yes,59.0,4.0,999.0,0.0,0
46.0,management,secondary,no,361.0,yes,no,86.0,7.0,999.0,0.0,0
42.0,entrepreneur,primary,yes,66.0,yes,yes,139.0,1.0,999.0,0.0,0
36.0,blue-collar,unknown,no,70.0,yes,no,219.0,4.0,999.0,0.0,0
32.0,services,secondary,no,180.0,yes,no,45.0,2.0,999.0,0.0,0
49.0,technician,tertiary,no,279.0,yes,no,168.0,4.0,999.0,0.0,0
46.0,services,secondary,no,4.0,no,no,268.0,1.0,261.0,5.0,1
40.0,entrepreneur,secondary,no,1416.0,yes,no,210.0,2.0,999.0,0.0,0
36.0,admin.,secondary,no,465.0,yes,no,160.0,1.0,999.0,0.0,0
36.0,admin.,secondary,no,998.0,yes,no,1044.0,2.0,999.0,0.0,0
34.0,technician,secondary,no,550.0,no,yes,601.0,1.0,999.0,0.0,0
46.0,management,tertiary,no,1285.0,yes,no,89.0,1.0,999.0,0.0,0
32.0,services,tertiary,no,4908.0,no,yes,491.0,2.0,999.0,0.0,0
32.0,unemployed,tertiary,no,336.0,yes,no,139.0,1.0,999.0,0.0,0
32.0,management,tertiary,no,131.0,no,no,267.0,3.0,999.0,0.0,0
43.0,management,tertiary,no,348.0,no,yes,88.0,3.0,999.0,0.0,0
25.0,self-employed,tertiary,no,453.0,yes,no,134.0,1.0,999.0,0.0,0
55.0,admin.,secondary,no,1102.0,yes,no,126.0,2.0,999.0,0.0,0
24.0,admin.,secondary,no,926.0,yes,yes,191.0,1.0,999.0,0.0,0
40.0,management,tertiary,no,502.0,yes,no,267.0,4.0,270.0,3.0,0
38.0,management,tertiary,no,8669.0,yes,no,5.0,3.0,150.0,6.0,0
48.0,blue-collar,primary,no,316.0,no,no,560.0,2.0,999.0,0.0,0
36.0,management,tertiary,no,9324.0,yes,no,138.0,8.0,999.0,0.0,0
57.0,management,tertiary,no,0.0,no,no,188.0,4.0,999.0,0.0,0
45.0,admin.,secondary,no,72.0,yes,yes,262.0,2.0,352.0,2.0,0
33.0,self-employed,tertiary,no,61.0,no,no,836.0,3.0,999.0,0.0,1
38.0,technician,secondary,no,173.0,no,no,150.0,4.0,999.0,0.0,0
26.0,services,secondary,yes,-162.0,yes,no,44.0,2.0,999.0,0.0,0
30.0,management,tertiary,no,47.0,no,yes,11.0,17.0,999.0,0.0,0
55.0,services,tertiary,no,1983.0,yes,no,123.0,1.0,999.0,0.0,0
34.0,blue-collar,secondary,no,326.0,yes,yes,150.0,2.0,999.0,0.0,0
60.0,admin.,secondary,no,2552.0,no,yes,255.0,2.0,2.0,4.0,0
36.0,management,tertiary,no,1283.0,no,no,92.0,5.0,999.0,0.0,0
65.0,housemaid,primary,no,2179.0,yes,no,112.0,7.0,999.0,0.0,0
39.0,self-employed,tertiary,no,1047.0,no,no,554.0,1.0,999.0,0.0,1
52.0,blue-collar,primary,no,36.0,no,no,109.0,2.0,999.0,0.0,0
55.0,technician,secondary,yes,-308.0,no,no,781.0,1.0,999.0,0.0,1
26.0,management,tertiary,no,1177.0,no,no,116.0,1.0,999.0,0.0,0
40.0,self-employed,primary,no,2077.0,yes,no,363.0,1.0,173.0,24.0,0
52.0,entrepreneur,secondary,no,0.0,no,no,82.0,2.0,999.0,0.0,0
29.0,self-employed,tertiary,no,1.0,no,no,167.0,3.0,999.0,0.0,0
41.0,blue-collar,primary,no,7735.0,yes,no,220.0,1.0,190.0,1.0,0
30.0,technician,tertiary,no,1922.0,yes,no,546.0,1.0,999.0,0.0,0
28.0,student,secondary,no,153.0,no,no,1124.0,2.0,999.0,0.0,1
26.0,blue-collar,secondary,no,2770.0,yes,no,141.0,1.0,999.0,0.0,0
58.0,management,secondary,no,139.0,no,no,188.0,1.0,161.0,2.0,0
29.0,management,tertiary,no,21.0,yes,no,107.0,4.0,371.0,3.0,0
48.0,technician,secondary,no,178.0,yes,no,320.0,4.0,999.0,0.0,0
35.0,blue-collar,secondary,no,444.0,yes,no,244.0,3.0,999.0,0.0,0
26.0,services,secondary,no,209.0,yes,no,319.0,2.0,999.0,0.0,0
49.0,blue-collar,unknown,no,3096.0,no,no,147.0,2.0,999.0,0.0,0
34.0,admin.,secondary,no,5320.0,no,no,114.0,6.0,467.0,5.0,0
32.0,services,secondary,no,4885.0,yes,yes,400.0,2.0,999.0,0.0,0
31.0,admin.,secondary,no,,yes,yes,79.0,3.0,999.0,0.0,0
48.0,unemployed,primary,no,5462.0,no,no,29.0,4.0,999.0,0.0,0
40.0,blue-collar,secondary,no,6767.0,yes,no,97.0,2.0,999.0,0.0,0
42.0,technician,secondary,no,2974.0,yes,no,187.0,5.0,999.0,0.0,0
48.0,technician,secondary,no,427.0,no,no,201.0,1.0,999.0,0.0,0
38.0,services,secondary,no,8876.0,no,no,280.0,1.0,75.0,1.0,0
53.0,management,tertiary,no,146.0,no,no,150.0,1.0,999.0,0.0,0
59.0,retired,secondary,no,319.0,no,no,129.0,1.0,999.0,0.0,0
28.0,unemployed,secondary,no,304.0,no,no,516.0,1.0,999.0,0.0,0
41.0,blue-collar,primary,no,,yes,no,127.0,2.0,999.0,0.0,0
50.0,management,primary,no,766.0,no,no,174.0,2.0,999.0,0.0,0
31.0,admin.,secondary,no,0.0,yes,no,82.0,5.0,999.0,0.0,0
30.0,technician,secondary,no,3107.0,yes,no,1516.0,2.0,999.0,0.0,0
59.0,admin.,secondary,no,174.0,yes,no,204.0,1.0,999.0,0.0,0
33.0,technician,secondary,yes,-305.0,no,yes,109.0,1.0,999.0,0.0,0
35.0,self-employed,secondary,no,670.0,no,no,378.0,1.0,999.0,0.0,0
30.0,management,tertiary,no,6164.0,yes,no,152.0,11.0,999.0,0.0,0
71.0,retired,secondary,no,2850.0,no,no,185.0,1.0,999.0,0.0,1
30.0,services,primary,no,79.0,yes,no,317.0,1.0,999.0,0.0,0
24.0,services,secondary,yes,110.0,yes,no,27.0,1.0,999.0,0.0,0
34.0,technician,secondary,no,5039.0,no,no,205.0,6.0,999.0,0.0,0
34.0,blue-collar,secondary,no,,yes,no,46.0,1.0,182.0,2.0,0
52.0,admin.,secondary,no,199.0,no,no,978.0,2.0,189.0,1.0,0
33.0,self-employed,secondary,no,238.0,yes,yes,45.0,5.0,999.0,0.0,0
38.0,blue-collar,secondary,no,5092.0,yes,no,145.0,6.0,999.0,0.0,0
41.0,admin.,secondary,no,1088.0,yes,no,138.0,1.0,999.0,0.0,0
42.0,management,tertiary,no,221.0,yes,no,720.0,2.0,999.0,0.0,0
38.0,blue-collar,secondary,no,889.0,no,yes,362.0,1.0,999.0,0.0,0
48.0,blue-collar,primary,no,750.0,yes,no,90.0,6.0,999.0,0.0,0
34.0,technician,secondary,no,0.0,yes,yes,214.0,1.0,999.0,0.0,0
46.0,blue-collar,primary,no,1291.0,yes,no,142.0,3.0,259.0,17.0,0
33.0,technician,secondary,no,,yes,no,241.0,3.0,999.0,0.0,0
40.0,management,tertiary,no,89.0,yes,yes,148.0,6.0,999.0,0.0,0
36.0,admin.,secondary,no,4280.0,no,no,227.0,6.0,999.0,0.0,0
32.0,technician,secondary,no,0.0,no,no,126.0,2.0,999.0,0.0,0
33.0,blue-collar,secondary,no,625.0,yes,no,410.0,1.0,999.0,0.0,0
55.0,technician,unknown,no,574.0,yes,no,243.0,2.0,999.0,0.0,0
58.0,management,primary,no,320.0,yes,no,171.0,2.0,999.0,0.0,0
25.0,technician,tertiary,no,468.0,yes,no,147.0,1.0,999.0,0.0,0
47.0,services,secondary,no,440.0,yes,no,91.0,1.0,999.0,0.0,0
40.0,unemployed,secondary,no,0.0,yes,no,332.0,1.0,183.0,1.0,0
59.0,retired,secondary,no,5706.0,yes,no,471.0,2.0,999.0,0.0,0
40.0,management,tertiary,no,7780.0,no,no,364.0,1.0,,1.0,0
30.0,management,secondary,no,-559.0,yes,yes,98.0,1.0,167.0,2.0,0
25.0,entrepreneur,tertiary,no,16874.0,yes,yes,117.0,2.0,999.0,0.0,0
58.0,retired,primary,no,1987.0,no,no,185.0,4.0,999.0,0.0,0
39.0,entrepreneur,unknown,no,98.0,yes,no,59.0,3.0,367.0,1.0,0
40.0,self-employed,tertiary,no,642.0,no,no,147.0,3.0,999.0,0.0,0
38.0,blue-collar,secondary,no,526.0,yes,yes,553.0,2.0,999.0,0.0,0
66.0,management,tertiary,no,6483.0,no,no,275.0,1.0,999.0,0.0,0
47.0,management,tertiary,no,2306.0,no,no,239.0,4.0,999.0,0.0,1
37.0,blue-collar,secondary,no,954.0,yes,no,402.0,9.0,999.0,0.0,0
36.0,management,tertiary,no,-679.0,yes,yes,172.0,1.0,93.0,1.0,0
50.0,blue-collar,primary,no,-1.0,no,no,195.0,2.0,999.0,0.0,0
76.0,retired,primary,no,2590.0,no,no,68.0,12.0,999.0,0.0,0
58.0,management,tertiary,no,331.0,no,yes,82.0,3.0,999.0,0.0,0
42.0,admin.,secondary,no,4209.0,yes,no,57.0,6.0,999.0,0.0,0
58.0,services,secondary,no,462.0,no,no,495.0,1.0,93.0,1.0,1
28.0,self-employed,tertiary,no,0.0,yes,no,479.0,1.0,999.0,0.0,0
41.0,technician,secondary,no,0.0,no,no,141.0,2.0,999.0,0.0,0
30.0,management,tertiary,no,151.0,no,no,82.0,4.0,999.0,0.0,0
32.0,management,tertiary,no,883.0,yes,no,798.0,1.0,185.0,5.0,1
27.0,services,secondary,no,266.0,no,yes,232.0,1.0,999.0,0.0,0
48.0,management,tertiary,no,0.0,no,no,60.0,5.0,999.0,0.0,0
36.0,technician,tertiary,no,491.0,yes,no,103.0,3.0,999.0,0.0,0
54.0,management,tertiary,no,3.0,no,yes,443.0,1.0,999.0,0.0,0
36.0,blue-collar,secondary,no,198.0,yes,no,400.0,2.0,999.0,0.0,0
52.0,housemaid,secondary,no,14363.0,no,no,132.0,1.0,999.0,0.0,0
34.0,technician,secondary,no,0.0,yes,yes,374.0,16.0,999.0,0.0,0
43.0,technician,secondary,no,136.0,no,no,363.0,7.0,999.0,0.0,1
32.0,management,tertiary,no,28.0,no,no,111.0,2.0,999.0,0.0,0
33.0,management,tertiary,no,335.0,no,no,130.0,4.0,999.0,0.0,0
51.0,housemaid,unknown,no,174.0,no,no,308.0,3.0,999.0,0.0,0
39.0,unemployed,secondary,no,270.0,yes,no,116.0,1.0,999.0,0.0,0
44.0,management,tertiary,no,1206.0,no,no,160.0,2.0,999.0,0.0,0
49.0,housemaid,primary,no,198.0,yes,no,205.0,3.0,999.0,0.0,0
25.0,technician,tertiary,no,914.0,yes,no,185.0,2.0,999.0,0.0,0
39.0,self-employed,secondary,no,31.0,yes,no,61.0,2.0,181.0,4.0,0
54.0,technician,secondary,no,0.0,no,no,159.0,2.0,106.0,6.0,0
32.0,management,tertiary,no,347.0,yes,no,213.0,1.0,264.0,6.0,0
36.0,management,tertiary,no,,yes,no,294.0,15.0,999.0,0.0,0
54.0,technician,secondary,no,89.0,yes,no,140.0,3.0,999.0,0.0,0
31.0,technician,secondary,no,0.0,yes,yes,71.0,1.0,223.0,9.0,0
45.0,services,secondary,no,0.0,no,yes,47.0,7.0,999.0,0.0,0
31.0,admin.,secondary,no,68.0,yes,no,570.0,2.0,999.0,0.0,0
45.0,technician,secondary,no,-149.0,yes,no,287.0,2.0,999.0,0.0,0
33.0,services,secondary,no,2411.0,yes,no,130.0,1.0,161.0,1.0,1
46.0,management,tertiary,no,225.0,yes,no,201.0,1.0,345.0,1.0,0
43.0,,tertiary,no,2731.0,no,no,11.0,7.0,999.0,0.0,0
50.0,management,tertiary,no,,yes,no,70.0,5.0,85.0,5.0,0
44.0,management,tertiary,no,0.0,no,no,54.0,2.0,999.0,0.0,0
42.0,services,secondary,no,3620.0,yes,no,22.0,16.0,999.0,0.0,0
26.0,blue-collar,secondary,no,179.0,no,no,103.0,3.0,999.0,0.0,0
47.0,admin.,secondary,no,1544.0,yes,no,104.0,1.0,312.0,1.0,0
48.0,blue-collar,primary,no,199.0,no,no,29.0,2.0,999.0,0.0,0
60.0,blue-collar,unknown,no,231.0,yes,no,57.0,2.0,999.0,0.0,0
27.0,admin.,secondary,no,76.0,yes,no,236.0,1.0,999.0,0.0,0
30.0,unemployed,tertiary,no,302.0,no,no,528.0,3.0,999.0,0.0,1
28.0,admin.,secondary,no,189.0,yes,no,68.0,2.0,999.0,0.0,0
58.0,retired,primary,no,565.0,no,no,876.0,1.0,999.0,0.0,1
37.0,entrepreneur,tertiary,no,310.0,no,no,76.0,1.0,999.0,0.0,0
36.0,services,secondary,no,1746.0,yes,no,99.0,1.0,999.0,0.0,0
39.0,technician,secondary,no,6.0,yes,no,122.0,3.0,357.0,4.0,0
52.0,unemployed,primary,no,-110.0,no,yes,141.0,1.0,999.0,0.0,0
55.0,retired,secondary,no,2749.0,yes,yes,58.0,2.0,999.0,0.0,0
30.0,management,tertiary,no,6495.0,no,no,78.0,3.0,999.0,0.0,0
36.0,blue-collar,secondary,no,35.0,yes,no,435.0,3.0,999.0,0.0,0
39.0,admin.,secondary,no,-650.0,no,no,123.0,2.0,364.0,1.0,0
47.0,blue-collar,primary,no,292.0,no,yes,210.0,3.0,999.0,0.0,0
42.0,housemaid,primary,no,5774.0,yes,no,54.0,2.0,999.0,0.0,0
42.0,management,secondary,no,2416.0,yes,no,138.0,4.0,999.0,0.0,0
58.0,retired,secondary,no,35.0,no,no,336.0,7.0,999.0,0.0,0
68.0,retired,secondary,no,19317.0,yes,no,249.0,1.0,999.0,0.0,1
43.0,technician,secondary,no,50.0,no,no,63.0,1.0,999.0,0.0,0
44.0,blue-collar,secondary,no,-674.0,yes,no,257.0,1.0,999.0,0.0,0
49.0,technician,tertiary,no,3726.0,no,no,875.0,2.0,999.0,0.0,1
57.0,retired,tertiary,no,1180.0,yes,yes,191.0,2.0,999.0,0.0,0
61.0,self-employed,tertiary,no,6610.0,no,no,481.0,2.0,999.0,0.0,1
36.0,admin.,secondary,no,319.0,yes,no,120.0,2.0,999.0,0.0,0
31.0,blue-collar,secondary,no,1545.0,yes,yes,207.0,1.0,999.0,0.0,0
51.0,technician,tertiary,no,1315.0,no,no,303.0,2.0,999.0,0.0,0
31.0,technician,tertiary,no,424.0,no,no,93.0,2.0,999.0,0.0,0
56.0,blue-collar,primary,no,151.0,no,no,128.0,1.0,999.0,0.0,0
30.0,technician,tertiary,no,-970.0,no,yes,194.0,2.0,999.0,0.0,0
38.0,services,secondary,no,-762.0,yes,yes,408.0,2.0,999.0,0.0,0
35.0,services,secondary,no,181.0,yes,no,5.0,3.0,999.0,0.0,0
31.0,blue-collar,unknown,no,-120.0,yes,no,231.0,2.0,999.0,0.0,0
39.0,admin.,secondary,no,1022.0,yes,no,20.0,3.0,999.0,0.0,0
50.0,management,tertiary,no,78.0,yes,no,218.0,3.0,161.0,9.0,0
39.0,technician,tertiary,no,209.0,no,no,36.0,2.0,999.0,0.0,0
26.0,admin.,secondary,no,2469.0,no,no,136.0,8.0,999.0,0.0,0
55.0,technician,secondary,no,,no,no,336.0,1.0,999.0,0.0,0
43.0,blue-collar,primary,no,328.0,no,yes,192.0,1.0,999.0,0.0,0
34.0,housemaid,tertiary,no,0.0,no,no,141.0,1.0,188.0,1.0,0
51.0,self-employed,primary,no,307.0,yes,yes,65.0,2.0,999.0,0.0,0
31.0,management,tertiary,no,1384.0,yes,no,203.0,2.0,2.0,3.0,0
32.0,management,tertiary,no,0.0,no,no,104.0,9.0,999.0,0.0,0
53.0,technician,secondary,no,719.0,yes,no,230.0,1.0,999.0,0.0,0
44.0,management,tertiary,no,0.0,no,no,71.0,1.0,999.0,0.0,0
38.0,entrepreneur,tertiary,no,6704.0,yes,no,205.0,2.0,999.0,0.0,0
47.0,self-employed,tertiary,no,4543.0,yes,no,162.0,1.0,999.0,0.0,0
36.0,management,tertiary,no,0.0,yes,no,145.0,2.0,999.0,0.0,0
30.0,management,tertiary,no,149.0,yes,no,220.0,2.0,999.0,0.0,0
46.0,blue-collar,secondary,no,-1400.0,yes,no,309.0,3.0,355.0,4.0,0
33.0,entrepreneur,secondary,no,-118.0,yes,yes,421.0,3.0,999.0,0.0,0
43.0,blue-collar,secondary,no,2160.0,no,no,261.0,1.0,98.0,1.0,1
38.0,management,tertiary,no,,no,no,132.0,2.0,999.0,0.0,0
27.0,technician,secondary,no,842.0,no,no,273.0,1.0,91.0,1.0,0
38.0,management,unknown,no,3576.0,no,no,349.0,2.0,183.0,1.0,1
41.0,unemployed,tertiary,no,1666.0,no,no,291.0,3.0,999.0,0.0,0
29.0,technician,secondary,no,,yes,no,83.0,6.0,999.0,0.0,0
39.0,services,secondary,no,0.0,yes,no,793.0,2.0,999.0,0.0,0
42.0,blue-collar,primary,no,1628.0,yes,no,119.0,1.0,195.0,8.0,0
47.0,services,secondary,no,51.0,yes,yes,312.0,1.0,999.0,0.0,0
30.0,blue-collar,secondary,yes,447.0,no,no,103.0,6.0,999.0,0.0,0
34.0,admin.,secondary,no,396.0,yes,no,101.0,3.0,999.0,0.0,0
45.0,housemaid,primary,no,4994.0,no,no,48.0,1.0,999.0,0.0,0
43.0,admin.,secondary,no,3215.0,yes,no,228.0,3.0,999.0,0.0,0
59.0,blue-collar,primary,no,2814.0,no,no,81.0,3.0,999.0,0.0,0
50.0,technician,secondary,no,0.0,no,no,152.0,2.0,,0.0,0
39.0,blue-collar,secondary,no,293.0,yes,no,160.0,3.0,999.0,0.0,0
36.0,technician,secondary,no,474.0,yes,no,59.0,1.0,999.0,0.0,0
44.0,blue-collar,secondary,no,16178.0,yes,no,297.0,1.0,999.0,0.0,0
36.0,technician,tertiary,no,0.0,no,no,147.0,2.0,999.0,0.0,0
27.0,management,tertiary,no,88.0,no,no,143.0,1.0,999.0,0.0,0
29.0,services,secondary,no,308.0,yes,no,75.0,1.0,999.0,0.0,0
70.0,retired,secondary,no,1164.0,no,no,338.0,3.0,185.0,2.0,0
44.0,management,tertiary,no,13893.0,no,no,29.0,2.0,999.0,0.0,0
55.0,management,tertiary,no,0.0,yes,no,159.0,2.0,999.0,0.0,0
36.0,technician,secondary,no,-435.0,yes,no,85.0,8.0,999.0,0.0,0
28.0,technician,secondary,no,389.0,yes,no,15.0,7.0,999.0,0.0,0
50.0,management,tertiary,no,356.0,no,no,198.0,2.0,358.0,5.0,0
49.0,technician,secondary,no,2718.0,no,no,114.0,2.0,999.0,0.0,0
71.0,retired,tertiary,no,261.0,no,no,1117.0,2.0,999.0,0.0,0
31.0,admin.,secondary,no,757.0,no,no,343.0,2.0,999.0,0.0,0
45.0,management,tertiary,no,16.0,no,no,59.0,2.0,999.0,0.0,0
42.0,blue-collar,secondary,no,-422.0,no,no,31.0,1.0,999.0,0.0,0
45.0,admin.,secondary,no,248.0,no,no,212.0,2.0,999.0,0.0,0
47.0,technician,primary,no,145.0,yes,no,157.0,6.0,999.0,0.0,0
60.0,retired,secondary,no,598.0,no,yes,96.0,1.0,999.0,0.0,0
35.0,management,tertiary,no,949.0,yes,no,245.0,2.0,999.0,0.0,0
31.0,technician,tertiary,no,614.0,no,no,72.0,4.0,999.0,0.0,0
33.0,blue-collar,primary,no,1209.0,yes,no,700.0,1.0,999.0,0.0,0
50.0,self-employed,tertiary,no,202.0,yes,no,107.0,1.0,148.0,4.0,0
51.0,blue-collar,secondary,no,1840.0,yes,no,312.0,3.0,999.0,0.0,0
34.0,technician,secondary,no,114.0,yes,yes,153.0,1.0,309.0,3.0,0
56.0,services,secondary,no,-229.0,no,yes,55.0,10.0,999.0,0.0,0
29.0,services,secondary,no,182.0,yes,no,38.0,3.0,999.0,0.0,0
31.0,blue-collar,secondary,no,401.0,no,no,96.0,3.0,999.0,0.0,0
44.0,technician,unknown,no,,yes,no,397.0,1.0,999.0,0.0,0
55.0,retired,secondary,no,4194.0,no,yes,208.0,3.0,999.0,0.0,0
35.0,student,unknown,no,0.0,no,no,122.0,3.0,999.0,0.0,0
36.0,technician,tertiary,no,629.0,yes,yes,109.0,1.0,246.0,1.0,0
54.0,retired,secondary,no,153.0,yes,yes,74.0,1.0,999.0,0.0,0
32.0,management,tertiary,no,553.0,yes,no,72.0,1.0,999.0,0.0,0
36.0,management,tertiary,no,1057.0,no,no,383.0,2.0,999.0,0.0,0
60.0,retired,secondary,no,78.0,yes,no,113.0,3.0,999.0,0.0,0
32.0,technician,secondary,no,-28.0,no,yes,400.0,1.0,999.0,0.0,0
57.0,management,tertiary,no,929.0,no,no,387.0,8.0,999.0,0.0,0
34.0,blue-collar,primary,no,428.0,yes,no,59.0,2.0,999.0,0.0,0
27.0,student,secondary,no,268.0,yes,no,528.0,1.0,358.0,2.0,0
52.0,management,tertiary,no,83.0,no,no,1223.0,6.0,999.0,0.0,1
45.0,admin.,unknown,no,998.0,yes,no,38.0,2.0,999.0,0.0,0
58.0,admin.,secondary,no,2223.0,no,no,1139.0,2.0,114.0,1.0,0
39.0,blue-collar,primary,no,6.0,yes,no,286.0,2.0,999.0,0.0,0
48.0,blue-collar,secondary,no,312.0,yes,yes,369.0,2.0,999.0,0.0,0
36.0,management,secondary,no,0.0,no,no,333.0,5.0,999.0,0.0,0
31.0,technician,secondary,no,691.0,yes,no,198.0,1.0,999.0,0.0,0
41.0,management,tertiary,no,771.0,yes,no,106.0,8.0,999.0,0.0,0
30.0,self-employed,secondary,no,192.0,no,no,423.0,1.0,999.0,0.0,0
57.0,retired,tertiary,no,0.0,no,no,116.0,4.0,999.0,0.0,0
29.0,admin.,secondary,no,1070.0,yes,no,30.0,1.0,357.0,1.0,1
29.0,services,secondary,no,84.0,yes,no,1101.0,2.0,999.0,0.0,1
30.0,management,tertiary,no,2.0,no,no,102.0,1.0,85.0,1.0,0
44.0,management,tertiary,no,1242.0,yes,no,384.0,6.0,999.0,0.0,0
33.0,student,unknown,no,5969.0,no,no,156.0,2.0,127.0,8.0,0
56.0,admin.,secondary,no,3337.0,yes,no,99.0,3.0,999.0,0.0,0
26.0,services,secondary,no,1347.0,no,no,280.0,6.0,92.0,5.0,1
52.0,technician,secondary,no,64.0,no,no,20.0,2.0,999.0,0.0,0
32.0,management,secondary,no,249.0,yes,no,258.0,1.0,999.0,0.0,0
36.0,technician,secondary,no,0.0,no,no,85.0,6.0,999.0,0.0,0
26.0,blue-collar,secondary,no,128.0,no,no,355.0,1.0,999.0,0.0,0
37.0,blue-collar,secondary,no,,yes,no,66.0,3.0,999.0,0.0,0
34.0,technician,secondary,no,351.0,yes,no,467.0,1.0,999.0,0.0,0
26.0,services,secondary,no,5533.0,yes,no,582.0,2.0,,4.0,0
32.0,services,secondary,no,38.0,yes,no,744.0,1.0,999.0,0.0,1
30.0,management,tertiary,yes,35.0,no,no,185.0,4.0,999.0,0.0,0
27.0,technician,secondary,no,235.0,yes,no,13.0,5.0,999.0,0.0,0
42.0,admin.,secondary,no,30.0,yes,no,98.0,1.0,266.0,3.0,0
33.0,blue-collar,primary,no,92.0,yes,no,127.0,1.0,999.0,0.0,0
37.0,blue-collar,secondary,no,67.0,no,no,45.0,2.0,999.0,0.0,0
45.0,blue-collar,secondary,no,4022.0,yes,no,244.0,3.0,999.0,0.0,0
